,0,1,2,3,4,5,6
0,,,,,,," 
"
1,"1
","Финансовые активы, в том числ
","174 871
","57 727
",,,"117 144
"
2,"2
"," 

енные бумаги
","174 871
","57 727
",,,"117 144
"
3,,"Финансовые обязательства, в том числе
",,"20 404
",,,"20 404
"
4,,"обязательства по возврату заимствованных
ценных бумаг
",,"20 404
",,,"20 404
"
5,,"Итого
","174 871
","37 323
",,,"137 548
"
